endorser,category,candidate,endorsement
Noe Valley Democratic Club,"Member, Board of Supervisors, District 1",Jason Jungreis,NA
Noe Valley Democratic Club,"Member, Board of Supervisors, District 1",Jonathan Lyens,NA
Noe Valley Democratic Club,"Member, Board of Supervisors, District 1",Marjan Philhour,NA
Noe Valley Democratic Club,"Member, Board of Supervisors, District 1",Richie Greenberg,NA
Noe Valley Democratic Club,"Member, Board of Supervisors, District 1",Sandra Lee Fewer,NA
Noe Valley Democratic Club,"Member, Board of Supervisors, District 1",Sherman R. D'Silva,NA
Noe Valley Democratic Club,"Member, Board of Supervisors, District 11",Ahsha Safai,NA
Noe Valley Democratic Club,"Member, Board of Supervisors, District 11",Berta Hernandez,NA
Noe Valley Democratic Club,"Member, Board of Supervisors, District 11",Francisco Herrera,NA
Noe Valley Democratic Club,"Member, Board of Supervisors, District 11",Kim Alvarenga,NA
Noe Valley Democratic Club,"Member, Board of Supervisors, District 11",Magdalena de Guzman,NA
Noe Valley Democratic Club,"Member, Board of Supervisors, District 3",Aaron Peskin,NA
Noe Valley Democratic Club,"Member, Board of Supervisors, District 3",Tim E. Donnelly,NA
Noe Valley Democratic Club,"Member, Board of Supervisors, District 5",Dean Preston,NA
Noe Valley Democratic Club,"Member, Board of Supervisors, District 5",London Breed,NA
Noe Valley Democratic Club,"Member, Board of Supervisors, District 7",Ben Matranga,NA
Noe Valley Democratic Club,"Member, Board of Supervisors, District 7",Joel Engardio,NA
Noe Valley Democratic Club,"Member, Board of Supervisors, District 7",John Farrell,NA
Noe Valley Democratic Club,"Member, Board of Supervisors, District 7",Mike Young,NA
Noe Valley Democratic Club,"Member, Board of Supervisors, District 7",Norman Yee,NA
Noe Valley Democratic Club,"Member, Board of Supervisors, District 9",Hillary Ronen,NA
Noe Valley Democratic Club,"Member, Board of Supervisors, District 9",Iswari Espana,NA
Noe Valley Democratic Club,"Member, Board of Supervisors, District 9",Joshua Arce,NA
Noe Valley Democratic Club,"Member, Board of Supervisors, District 9",Melissa San Miguel,NA
Noe Valley Democratic Club,"Member, Community College Board",Alex Randolph,Yes
Noe Valley Democratic Club,"Member, Community College Board",Dr. Amy Bacharach,Yes
Noe Valley Democratic Club,"Member, Community College Board",Rafael Mandelman,Yes
Noe Valley Democratic Club,"Member, Community College Board",Shanell Williams,No
Noe Valley Democratic Club,"Member, Community College Board",Tom Temprano,No
Noe Valley Democratic Club,"Member, State Assembly, District 17",David Chiu,Yes
Noe Valley Democratic Club,"Member, State Assembly, District 17",Matthew Del Carlo,No
Noe Valley Democratic Club,"Member, State Assembly, District 19","Carlos ""Chuck"" Taylor",NA
Noe Valley Democratic Club,"Member, State Assembly, District 19",Phil Ting,NA
Noe Valley Democratic Club,"State Senator, District 11",Jane Kim,No
Noe Valley Democratic Club,"State Senator, District 11",Scott Wiener,Yes
Noe Valley Democratic Club,"United States Representative, District 12",Nancy Pelosi,NA
Noe Valley Democratic Club,"United States Representative, District 12",Preston Picus,NA
Noe Valley Democratic Club,"United States Representative, District 13",Barbara Lee,NA
Noe Valley Democratic Club,"United States Representative, District 13",Sue Caro,NA
Noe Valley Democratic Club,"United States Representative, District 14",Angel Cardenas,NA
Noe Valley Democratic Club,"United States Representative, District 14",Jackie Speier,NA
Noe Valley Democratic Club,President and Vice President,Donald J. Trump and Michael R. Pence,NA
Noe Valley Democratic Club,President and Vice President,Gary Johnson and Bill Weld,NA
Noe Valley Democratic Club,President and Vice President,Gloria Estela La Riva and Dennis J. Banks,NA
Noe Valley Democratic Club,President and Vice President,Hillary Clinton and Tim Kaine,NA
Noe Valley Democratic Club,President and Vice President,Jill Stein and Ajamu Baraka,NA
Noe Valley Democratic Club,Regional Proposition,RR,Yes
Noe Valley Democratic Club,SF Proposition,A,Yes
Noe Valley Democratic Club,SF Proposition,B,Yes
Noe Valley Democratic Club,SF Proposition,C,Yes
Noe Valley Democratic Club,SF Proposition,D,No
Noe Valley Democratic Club,SF Proposition,E,Yes
Noe Valley Democratic Club,SF Proposition,F,Yes
Noe Valley Democratic Club,SF Proposition,G,Yes
Noe Valley Democratic Club,SF Proposition,H,No
Noe Valley Democratic Club,SF Proposition,I,Yes
Noe Valley Democratic Club,SF Proposition,J,Yes
Noe Valley Democratic Club,SF Proposition,K,Yes
Noe Valley Democratic Club,SF Proposition,L,No
Noe Valley Democratic Club,SF Proposition,M,No
Noe Valley Democratic Club,SF Proposition,N,Yes
Noe Valley Democratic Club,SF Proposition,O,Yes
Noe Valley Democratic Club,SF Proposition,P,Yes
Noe Valley Democratic Club,SF Proposition,Q,Yes
Noe Valley Democratic Club,SF Proposition,R,Yes
Noe Valley Democratic Club,SF Proposition,S,Yes
Noe Valley Democratic Club,SF Proposition,T,Yes
Noe Valley Democratic Club,SF Proposition,U,Yes
Noe Valley Democratic Club,SF Proposition,V,Yes
Noe Valley Democratic Club,SF Proposition,W,Yes
Noe Valley Democratic Club,SF Proposition,X,No
Noe Valley Democratic Club,State Proposition,51,Yes
Noe Valley Democratic Club,State Proposition,52,Yes
Noe Valley Democratic Club,State Proposition,53,No
Noe Valley Democratic Club,State Proposition,54,Abstain
Noe Valley Democratic Club,State Proposition,55,Yes
Noe Valley Democratic Club,State Proposition,56,Yes
Noe Valley Democratic Club,State Proposition,57,Yes
Noe Valley Democratic Club,State Proposition,58,Yes
Noe Valley Democratic Club,State Proposition,59,Yes
Noe Valley Democratic Club,State Proposition,60,No
Noe Valley Democratic Club,State Proposition,61,No
Noe Valley Democratic Club,State Proposition,62,Yes
Noe Valley Democratic Club,State Proposition,63,Yes
Noe Valley Democratic Club,State Proposition,64,Yes
Noe Valley Democratic Club,State Proposition,65,No
Noe Valley Democratic Club,State Proposition,66,No
Noe Valley Democratic Club,State Proposition,67,Yes
Noe Valley Democratic Club,United States Senator,Kamala D. Harris,NA
Noe Valley Democratic Club,United States Senator,Loretta L. Sanchez,NA
Potrero Hill Democratic Club,"BART Director, District 7",Lateefah Simon,Yes
Potrero Hill Democratic Club,"BART Director, District 7",Roland Emerson,No
Potrero Hill Democratic Club,"BART Director, District 7",Will Roscoe,No
Potrero Hill Democratic Club,"BART Director, District 7",Zakhary Mallett,No
Potrero Hill Democratic Club,"BART Director, District 9",Bevan Dufty,Yes
Potrero Hill Democratic Club,"BART Director, District 9",Gywneth Borden,No
Potrero Hill Democratic Club,"BART Director, District 9",Michael Petraeus,No
Potrero Hill Democratic Club,"Judge of the Superior Court, Office No 7",Paul Henderson,No
Potrero Hill Democratic Club,"Judge of the Superior Court, Office No 7",Victor Hwang,Yes
Potrero Hill Democratic Club,"Member, Board of Education",Ian Kalin,No
Potrero Hill Democratic Club,"Member, Board of Education",Jill Wynns,No
Potrero Hill Democratic Club,"Member, Board of Education",Mark Sanchez,Yes
Potrero Hill Democratic Club,"Member, Board of Education",Matt Haney,Yes
Potrero Hill Democratic Club,"Member, Board of Education",Phil Kim,No
Potrero Hill Democratic Club,"Member, Board of Education",Rachel Norton,Yes
Potrero Hill Democratic Club,"Member, Board of Education",Rob Geller,No
Potrero Hill Democratic Club,"Member, Board of Education",Stevon Cook,Yes
Potrero Hill Democratic Club,"Member, Board of Education",Trevor McNeil,No
Potrero Hill Democratic Club,"Member, Board of Supervisors, District 1",Andy Thornley,NA
Potrero Hill Democratic Club,"Member, Board of Supervisors, District 1",Brian J. Larkin,NA
Potrero Hill Democratic Club,"Member, Board of Supervisors, District 1",David Lee,NA
Potrero Hill Democratic Club,"Member, Board of Supervisors, District 1",Jason Jungreis,NA
Potrero Hill Democratic Club,"Member, Board of Supervisors, District 1",Jonathan Lyens,NA
Potrero Hill Democratic Club,"Member, Board of Supervisors, District 1",Marjan Philhour,NA
Potrero Hill Democratic Club,"Member, Board of Supervisors, District 1",Richie Greenberg,NA
Potrero Hill Democratic Club,"Member, Board of Supervisors, District 1",Sandra Lee Fewer,NA
Potrero Hill Democratic Club,"Member, Board of Supervisors, District 1",Sherman R. D'Silva,NA
Potrero Hill Democratic Club,"Member, Board of Supervisors, District 11",Ahsha Safai,NA
Potrero Hill Democratic Club,"Member, Board of Supervisors, District 11",Berta Hernandez,NA
Potrero Hill Democratic Club,"Member, Board of Supervisors, District 11",Francisco Herrera,NA
Potrero Hill Democratic Club,"Member, Board of Supervisors, District 11",Kim Alvarenga,NA
Potrero Hill Democratic Club,"Member, Board of Supervisors, District 11",Magdalena de Guzman,NA
Potrero Hill Democratic Club,"Member, Board of Supervisors, District 3",Aaron Peskin,NA
Potrero Hill Democratic Club,"Member, Board of Supervisors, District 3",Tim E. Donnelly,NA
Potrero Hill Democratic Club,"Member, Board of Supervisors, District 5",Dean Preston,NA
Potrero Hill Democratic Club,"Member, Board of Supervisors, District 5",London Breed,NA
Potrero Hill Democratic Club,"Member, Board of Supervisors, District 7",Ben Matranga,NA
Potrero Hill Democratic Club,"Member, Board of Supervisors, District 7",Joel Engardio,NA
Potrero Hill Democratic Club,"Member, Board of Supervisors, District 7",John Farrell,NA
Potrero Hill Democratic Club,"Member, Board of Supervisors, District 7",Mike Young,NA
Potrero Hill Democratic Club,"Member, Board of Supervisors, District 7",Norman Yee,NA
Potrero Hill Democratic Club,"Member, Board of Supervisors, District 9",Hillary Ronen,NA
Potrero Hill Democratic Club,"Member, Board of Supervisors, District 9",Iswari Espana,NA
Potrero Hill Democratic Club,"Member, Board of Supervisors, District 9",Joshua Arce,NA
Potrero Hill Democratic Club,"Member, Board of Supervisors, District 9",Melissa San Miguel,NA
Potrero Hill Democratic Club,"Member, Community College Board",Alex Randolph,Yes
Potrero Hill Democratic Club,"Member, Community College Board",Dr. Amy Bacharach,Yes
Potrero Hill Democratic Club,"Member, Community College Board",Rafael Mandelman,Yes
Potrero Hill Democratic Club,"Member, Community College Board",Shanell Williams,Yes
Potrero Hill Democratic Club,"Member, Community College Board",Tom Temprano,Yes
Potrero Hill Democratic Club,"Member, State Assembly, District 17",David Chiu,Yes
Potrero Hill Democratic Club,"Member, State Assembly, District 17",Matthew Del Carlo,No
Potrero Hill Democratic Club,"Member, State Assembly, District 19","Carlos ""Chuck"" Taylor",NA
Potrero Hill Democratic Club,"Member, State Assembly, District 19",Phil Ting,NA
Potrero Hill Democratic Club,"State Senator, District 11",Jane Kim,Yes
Potrero Hill Democratic Club,"State Senator, District 11",Scott Wiener,No
Potrero Hill Democratic Club,"United States Representative, District 12",Nancy Pelosi,Yes
Potrero Hill Democratic Club,"United States Representative, District 12",Preston Picus,No
Potrero Hill Democratic Club,"United States Representative, District 13",Barbara Lee,NA
Potrero Hill Democratic Club,"United States Representative, District 13",Sue Caro,NA
Potrero Hill Democratic Club,"United States Representative, District 14",Angel Cardenas,NA
Potrero Hill Democratic Club,"United States Representative, District 14",Jackie Speier,NA
Potrero Hill Democratic Club,President and Vice President,Donald J. Trump and Michael R. Pence,No
Potrero Hill Democratic Club,President and Vice President,Gary Johnson and Bill Weld,No
Potrero Hill Democratic Club,President and Vice President,Gloria Estela La Riva and Dennis J. Banks,No
Potrero Hill Democratic Club,President and Vice President,Hillary Clinton and Tim Kaine,Yes
Potrero Hill Democratic Club,President and Vice President,Jill Stein and Ajamu Baraka,No
Potrero Hill Democratic Club,Regional Proposition,RR,Yes
Potrero Hill Democratic Club,SF Proposition,A,Yes
Potrero Hill Democratic Club,SF Proposition,B,Yes
Potrero Hill Democratic Club,SF Proposition,C,Yes
Potrero Hill Democratic Club,SF Proposition,D,Yes
Potrero Hill Democratic Club,SF Proposition,E,Yes
Potrero Hill Democratic Club,SF Proposition,F,Yes
Potrero Hill Democratic Club,SF Proposition,G,Yes
Potrero Hill Democratic Club,SF Proposition,H,Yes
Potrero Hill Democratic Club,SF Proposition,I,Yes
Potrero Hill Democratic Club,SF Proposition,J,Yes
Potrero Hill Democratic Club,SF Proposition,K,Yes
Potrero Hill Democratic Club,SF Proposition,L,Yes
Potrero Hill Democratic Club,SF Proposition,M,Yes
Potrero Hill Democratic Club,SF Proposition,N,Yes
Potrero Hill Democratic Club,SF Proposition,O,Abstain
Potrero Hill Democratic Club,SF Proposition,P,No
Potrero Hill Democratic Club,SF Proposition,Q,No
Potrero Hill Democratic Club,SF Proposition,R,No
Potrero Hill Democratic Club,SF Proposition,S,Yes
Potrero Hill Democratic Club,SF Proposition,T,Yes
Potrero Hill Democratic Club,SF Proposition,U,No
Potrero Hill Democratic Club,SF Proposition,V,Yes
Potrero Hill Democratic Club,SF Proposition,W,Yes
Potrero Hill Democratic Club,SF Proposition,X,Yes
Potrero Hill Democratic Club,State Proposition,51,Yes
Potrero Hill Democratic Club,State Proposition,52,Yes
Potrero Hill Democratic Club,State Proposition,53,No
Potrero Hill Democratic Club,State Proposition,54,Yes
Potrero Hill Democratic Club,State Proposition,55,Yes
Potrero Hill Democratic Club,State Proposition,56,Yes
Potrero Hill Democratic Club,State Proposition,57,Yes
Potrero Hill Democratic Club,State Proposition,58,Yes
Potrero Hill Democratic Club,State Proposition,59,Yes
Potrero Hill Democratic Club,State Proposition,60,No
Potrero Hill Democratic Club,State Proposition,61,Yes
Potrero Hill Democratic Club,State Proposition,62,Yes
Potrero Hill Democratic Club,State Proposition,63,Yes
Potrero Hill Democratic Club,State Proposition,64,Yes
Potrero Hill Democratic Club,State Proposition,65,No
Potrero Hill Democratic Club,State Proposition,66,No
Potrero Hill Democratic Club,State Proposition,67,Yes
Potrero Hill Democratic Club,United States Senator,Kamala D. Harris,Yes
Potrero Hill Democratic Club,United States Senator,Loretta L. Sanchez,No
RFK Democratic Club,"BART Director, District 7",Lateefah Simon,Abstain
RFK Democratic Club,"BART Director, District 7",Roland Emerson,Abstain
RFK Democratic Club,"BART Director, District 7",Will Roscoe,Abstain
RFK Democratic Club,"BART Director, District 7",Zakhary Mallett,Abstain
